0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
0.0	6.08914e-38	0.0	0.0	0.0	2.3319092e-15	1.03960805e-10	0.0	0.0	8.395175e-11	1.0	1.0	0.0	1.0	9.0951115e-11	0.0	1.0	3.566407e-34	1.0	1.0	0.0	0.0	1.0	1.0	3.077831e-16	1.1307031e-10	5.2143382e-24	1.9709788e-14	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0182758e-32	2.3457076e-18	0.0	1.0	0.0	7.718759e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	8.540222e-11	6.3199856e-20	1.5622119e-29	
